Month,State,Maker (legal entity),Powertrain,Registrations,Brand,Parent Group,Origin Country,Region,State Code,State or UT,Map Location,Month Name,Month Number,Quarter,Days Covered,Is Partial Month,Is EV
2026-06-01,Haryana,RENAULT INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,83,Renault,Renault,France,North,IN-HR,State,"Haryana, India",Jun,6,Q2,17,True,False
2026-01-01,Haryana,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,827,Skoda-VW,Volkswagen Group,Germany,North,IN-HR,State,"Haryana, India",Jan,1,Q1,31,False,False
2026-02-01,Haryana,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,570,Skoda-VW,Volkswagen Group,Germany,North,IN-HR,State,"Haryana, India",Feb,2,Q1,28,False,False
2026-03-01,Haryana,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,605,Skoda-VW,Volkswagen Group,Germany,North,IN-HR,State,"Haryana, India",Mar,3,Q1,31,False,False
2026-04-01,Haryana,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,629,Skoda-VW,Volkswagen Group,Germany,North,IN-HR,State,"Haryana, India",Apr,4,Q2,30,False,False
2026-05-01,Haryana,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,547,Skoda-VW,Volkswagen Group,Germany,North,IN-HR,State,"Haryana, India",May,5,Q2,31,False,False
2026-06-01,Haryana,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,248,Skoda-VW,Volkswagen Group,Germany,North,IN-HR,State,"Haryana, India",Jun,6,Q2,17,True,False
2026-01-01,Haryana,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,111,Stellantis (Jeep/Citroen),Stellantis,Netherlands,North,IN-HR,State,"Haryana, India",Jan,1,Q1,31,False,False
2026-02-01,Haryana,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,61,Stellantis (Jeep/Citroen),Stellantis,Netherlands,North,IN-HR,State,"Haryana, India",Feb,2,Q1,28,False,False
2026-03-01,Haryana,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,63,Stellantis (Jeep/Citroen),Stellantis,Netherlands,North,IN-HR,State,"Haryana, India",Mar,3,Q1,31,False,False
2026-04-01,Haryana,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,50,Stellantis (Jeep/Citroen),Stellantis,Netherlands,North,IN-HR,State,"Haryana, India",Apr,4,Q2,30,False,False
2026-05-01,Haryana,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,25,Stellantis (Jeep/Citroen),Stellantis,Netherlands,North,IN-HR,State,"Haryana, India",May,5,Q2,31,False,False
2026-06-01,Haryana,STELLANTIS AUTOMOBILES INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,22,Stellantis (Jeep/Citroen),Stellantis,Netherlands,North,IN-HR,State,"Haryana, India",Jun,6,Q2,17,True,False
2026-01-01,Haryana,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,24,Stellantis (Jeep/Citroen),Stellantis,Netherlands,North,IN-HR,State,"Haryana, India",Jan,1,Q1,31,False,False
2026-02-01,Haryana,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,16,Stellantis (Jeep/Citroen),Stellantis,Netherlands,North,IN-HR,State,"Haryana, India",Feb,2,Q1,28,False,False
2026-03-01,Haryana,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,15,Stellantis (Jeep/Citroen),Stellantis,Netherlands,North,IN-HR,State,"Haryana, India",Mar,3,Q1,31,False,False
2026-04-01,Haryana,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,14,Stellantis (Jeep/Citroen),Stellantis,Netherlands,North,IN-HR,State,"Haryana, India",Apr,4,Q2,30,False,False
2026-05-01,Haryana,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,16,Stellantis (Jeep/Citroen),Stellantis,Netherlands,North,IN-HR,State,"Haryana, India",May,5,Q2,31,False,False
2026-06-01,Haryana,STELLANTIS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,15,Stellantis (Jeep/Citroen),Stellantis,Netherlands,North,IN-HR,State,"Haryana, India",Jun,6,Q2,17,True,False
2026-01-01,Haryana,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,2,Tata,Tata Motors,India,North,IN-HR,State,"Haryana, India",Jan,1,Q1,31,False,False
2026-02-01,Haryana,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,4,Tata,Tata Motors,India,North,IN-HR,State,"Haryana, India",Feb,2,Q1,28,False,False
2026-03-01,Haryana,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,2,Tata,Tata Motors,India,North,IN-HR,State,"Haryana, India",Mar,3,Q1,31,False,False
2026-05-01,Haryana,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,1,Tata,Tata Motors,India,North,IN-HR,State,"Haryana, India",May,5,Q2,31,False,False
2026-06-01,Haryana,TATA MOTORS LTD,Petrol/Diesel/CNG/Hybrid,2,Tata,Tata Motors,India,North,IN-HR,State,"Haryana, India",Jun,6,Q2,17,True,False
2026-01-01,Haryana,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,3638,Tata,Tata Motors,India,North,IN-HR,State,"Haryana, India",Jan,1,Q1,31,False,False
2026-02-01,Haryana,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,3179,Tata,Tata Motors,India,North,IN-HR,State,"Haryana, India",Feb,2,Q1,28,False,False
2026-03-01,Haryana,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,3185,Tata,Tata Motors,India,North,IN-HR,State,"Haryana, India",Mar,3,Q1,31,False,False
2026-04-01,Haryana,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,2552,Tata,Tata Motors,India,North,IN-HR,State,"Haryana, India",Apr,4,Q2,30,False,False
2026-05-01,Haryana,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,2273,Tata,Tata Motors,India,North,IN-HR,State,"Haryana, India",May,5,Q2,31,False,False
2026-06-01,Haryana,TATA MOTORS PASSENGER VEHICLES LTD,Petrol/Diesel/CNG/Hybrid,994,Tata,Tata Motors,India,North,IN-HR,State,"Haryana, India",Jun,6,Q2,17,True,False
2026-01-01,Haryana,TATA PASSENGER ELECTRIC MOBILITY LTD,Petrol/Diesel/CNG/Hybrid,2,Tata,Tata Motors,India,North,IN-HR,State,"Haryana, India",Jan,1,Q1,31,False,False
2026-02-01,Haryana,TATA PASSENGER ELECTRIC MOBILITY LTD,Petrol/Diesel/CNG/Hybrid,1,Tata,Tata Motors,India,North,IN-HR,State,"Haryana, India",Feb,2,Q1,28,False,False
2026-04-01,Haryana,TATA PASSENGER ELECTRIC MOBILITY LTD,Petrol/Diesel/CNG/Hybrid,2,Tata,Tata Motors,India,North,IN-HR,State,"Haryana, India",Apr,4,Q2,30,False,False
2026-06-01,Haryana,TATA PASSENGER ELECTRIC MOBILITY LTD,Petrol/Diesel/CNG/Hybrid,1,Tata,Tata Motors,India,North,IN-HR,State,"Haryana, India",Jun,6,Q2,17,True,False
2026-01-01,Haryana,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,2692,Toyota,Toyota,Japan,North,IN-HR,State,"Haryana, India",Jan,1,Q1,31,False,False
2026-02-01,Haryana,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,2042,Toyota,Toyota,Japan,North,IN-HR,State,"Haryana, India",Feb,2,Q1,28,False,False
2026-03-01,Haryana,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,1918,Toyota,Toyota,Japan,North,IN-HR,State,"Haryana, India",Mar,3,Q1,31,False,False
2026-04-01,Haryana,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,2092,Toyota,Toyota,Japan,North,IN-HR,State,"Haryana, India",Apr,4,Q2,30,False,False
2026-05-01,Haryana,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,2209,Toyota,Toyota,Japan,North,IN-HR,State,"Haryana, India",May,5,Q2,31,False,False
2026-06-01,Haryana,TOYOTA KIRLOSKAR MOTOR PVT LTD,Petrol/Diesel/CNG/Hybrid,1149,Toyota,Toyota,Japan,North,IN-HR,State,"Haryana, India",Jun,6,Q2,17,True,False
2026-01-01,Haryana,VOLKSWAGEN AG,Petrol/Diesel/CNG/Hybrid,3,Skoda-VW,Volkswagen Group,Germany,North,IN-HR,State,"Haryana, India",Jan,1,Q1,31,False,False
2026-02-01,Haryana,VOLKSWAGEN AG,Petrol/Diesel/CNG/Hybrid,3,Skoda-VW,Volkswagen Group,Germany,North,IN-HR,State,"Haryana, India",Feb,2,Q1,28,False,False
2026-03-01,Haryana,VOLKSWAGEN AG,Petrol/Diesel/CNG/Hybrid,1,Skoda-VW,Volkswagen Group,Germany,North,IN-HR,State,"Haryana, India",Mar,3,Q1,31,False,False
2026-04-01,Haryana,VOLKSWAGEN AG,Petrol/Diesel/CNG/Hybrid,1,Skoda-VW,Volkswagen Group,Germany,North,IN-HR,State,"Haryana, India",Apr,4,Q2,30,False,False
2026-05-01,Haryana,VOLKSWAGEN AG,Petrol/Diesel/CNG/Hybrid,2,Skoda-VW,Volkswagen Group,Germany,North,IN-HR,State,"Haryana, India",May,5,Q2,31,False,False
2026-06-01,Haryana,VOLKSWAGEN AG,Petrol/Diesel/CNG/Hybrid,1,Skoda-VW,Volkswagen Group,Germany,North,IN-HR,State,"Haryana, India",Jun,6,Q2,17,True,False
2026-01-01,Haryana,VOLVO AUTO INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,20,Volvo,Geely,Sweden,North,IN-HR,State,"Haryana, India",Jan,1,Q1,31,False,False
2026-02-01,Haryana,VOLVO AUTO INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,9,Volvo,Geely,Sweden,North,IN-HR,State,"Haryana, India",Feb,2,Q1,28,False,False
2026-03-01,Haryana,VOLVO AUTO INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,9,Volvo,Geely,Sweden,North,IN-HR,State,"Haryana, India",Mar,3,Q1,31,False,False
2026-04-01,Haryana,VOLVO AUTO INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,8,Volvo,Geely,Sweden,North,IN-HR,State,"Haryana, India",Apr,4,Q2,30,False,False
2026-05-01,Haryana,VOLVO AUTO INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,9,Volvo,Geely,Sweden,North,IN-HR,State,"Haryana, India",May,5,Q2,31,False,False
2026-06-01,Haryana,VOLVO AUTO INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,5,Volvo,Geely,Sweden,North,IN-HR,State,"Haryana, India",Jun,6,Q2,17,True,False
2026-03-01,Himachal Pradesh,AUDI AG,Petrol/Diesel/CNG/Hybrid,1,Audi,Volkswagen Group,Germany,North,IN-HP,State,"Himachal Pradesh, India",Mar,3,Q1,31,False,False
2026-01-01,Himachal Pradesh,AUTOMOBILI LAMBORGHINI S.P.A,Petrol/Diesel/CNG/Hybrid,1,Lamborghini,Volkswagen Group,Italy,North,IN-HP,State,"Himachal Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Himachal Pradesh,AUTOMOBILI LAMBORGHINI S.P.A,Petrol/Diesel/CNG/Hybrid,1,Lamborghini,Volkswagen Group,Italy,North,IN-HP,State,"Himachal Pradesh, India",Feb,2,Q1,28,False,False
2026-01-01,Himachal Pradesh,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,20,BMW,BMW Group,Germany,North,IN-HP,State,"Himachal Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Himachal Pradesh,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,14,BMW,BMW Group,Germany,North,IN-HP,State,"Himachal Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Himachal Pradesh,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,3,BMW,BMW Group,Germany,North,IN-HP,State,"Himachal Pradesh, India",Mar,3,Q1,31,False,False
2026-04-01,Himachal Pradesh,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,5,BMW,BMW Group,Germany,North,IN-HP,State,"Himachal Pradesh, India",Apr,4,Q2,30,False,False
2026-05-01,Himachal Pradesh,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,4,BMW,BMW Group,Germany,North,IN-HP,State,"Himachal Pradesh, India",May,5,Q2,31,False,False
2026-06-01,Himachal Pradesh,BMW INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,8,BMW,BMW Group,Germany,North,IN-HP,State,"Himachal Pradesh, India",Jun,6,Q2,17,True,False
2026-01-01,Himachal Pradesh,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,2,Force,Force Motors,India,North,IN-HP,State,"Himachal Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Himachal Pradesh,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,1,Force,Force Motors,India,North,IN-HP,State,"Himachal Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Himachal Pradesh,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,3,Force,Force Motors,India,North,IN-HP,State,"Himachal Pradesh, India",Mar,3,Q1,31,False,False
2026-04-01,Himachal Pradesh,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,2,Force,Force Motors,India,North,IN-HP,State,"Himachal Pradesh, India",Apr,4,Q2,30,False,False
2026-05-01,Himachal Pradesh,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,2,Force,Force Motors,India,North,IN-HP,State,"Himachal Pradesh, India",May,5,Q2,31,False,False
2026-06-01,Himachal Pradesh,FORCE MOTORS LIMITED,Petrol/Diesel/CNG/Hybrid,1,Force,Force Motors,India,North,IN-HP,State,"Himachal Pradesh, India",Jun,6,Q2,17,True,False
2026-01-01,Himachal Pradesh,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,69,Honda,Honda,Japan,North,IN-HP,State,"Himachal Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Himachal Pradesh,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,60,Honda,Honda,Japan,North,IN-HP,State,"Himachal Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Himachal Pradesh,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,42,Honda,Honda,Japan,North,IN-HP,State,"Himachal Pradesh, India",Mar,3,Q1,31,False,False
2026-04-01,Himachal Pradesh,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,66,Honda,Honda,Japan,North,IN-HP,State,"Himachal Pradesh, India",Apr,4,Q2,30,False,False
2026-05-01,Himachal Pradesh,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,58,Honda,Honda,Japan,North,IN-HP,State,"Himachal Pradesh, India",May,5,Q2,31,False,False
2026-06-01,Himachal Pradesh,HONDA CARS INDIA LTD,Petrol/Diesel/CNG/Hybrid,23,Honda,Honda,Japan,North,IN-HP,State,"Himachal Pradesh, India",Jun,6,Q2,17,True,False
2026-01-01,Himachal Pradesh,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,813,Hyundai,Hyundai,South Korea,North,IN-HP,State,"Himachal Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Himachal Pradesh,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,659,Hyundai,Hyundai,South Korea,North,IN-HP,State,"Himachal Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Himachal Pradesh,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,557,Hyundai,Hyundai,South Korea,North,IN-HP,State,"Himachal Pradesh, India",Mar,3,Q1,31,False,False
2026-04-01,Himachal Pradesh,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,623,Hyundai,Hyundai,South Korea,North,IN-HP,State,"Himachal Pradesh, India",Apr,4,Q2,30,False,False
2026-05-01,Himachal Pradesh,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,495,Hyundai,Hyundai,South Korea,North,IN-HP,State,"Himachal Pradesh, India",May,5,Q2,31,False,False
2026-06-01,Himachal Pradesh,HYUNDAI MOTOR INDIA LTD,Petrol/Diesel/CNG/Hybrid,247,Hyundai,Hyundai,South Korea,North,IN-HP,State,"Himachal Pradesh, India",Jun,6,Q2,17,True,False
2026-01-01,Himachal Pradesh,ISUZU MOTORS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,Isuzu,Isuzu,Japan,North,IN-HP,State,"Himachal Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Himachal Pradesh,ISUZU MOTORS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,Isuzu,Isuzu,Japan,North,IN-HP,State,"Himachal Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Himachal Pradesh,ISUZU MOTORS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,3,Isuzu,Isuzu,Japan,North,IN-HP,State,"Himachal Pradesh, India",Mar,3,Q1,31,False,False
2026-04-01,Himachal Pradesh,ISUZU MOTORS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,Isuzu,Isuzu,Japan,North,IN-HP,State,"Himachal Pradesh, India",Apr,4,Q2,30,False,False
2026-05-01,Himachal Pradesh,ISUZU MOTORS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,Isuzu,Isuzu,Japan,North,IN-HP,State,"Himachal Pradesh, India",May,5,Q2,31,False,False
2026-06-01,Himachal Pradesh,ISUZU MOTORS INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,1,Isuzu,Isuzu,Japan,North,IN-HP,State,"Himachal Pradesh, India",Jun,6,Q2,17,True,False
2026-01-01,Himachal Pradesh,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,13,Jaguar Land Rover,Tata Motors,UK,North,IN-HP,State,"Himachal Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Himachal Pradesh,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,6,Jaguar Land Rover,Tata Motors,UK,North,IN-HP,State,"Himachal Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Himachal Pradesh,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,14,Jaguar Land Rover,Tata Motors,UK,North,IN-HP,State,"Himachal Pradesh, India",Mar,3,Q1,31,False,False
2026-04-01,Himachal Pradesh,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,12,Jaguar Land Rover,Tata Motors,UK,North,IN-HP,State,"Himachal Pradesh, India",Apr,4,Q2,30,False,False
2026-05-01,Himachal Pradesh,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,14,Jaguar Land Rover,Tata Motors,UK,North,IN-HP,State,"Himachal Pradesh, India",May,5,Q2,31,False,False
2026-06-01,Himachal Pradesh,JAGUAR LAND ROVER INDIA LIMITED,Petrol/Diesel/CNG/Hybrid,5,Jaguar Land Rover,Tata Motors,UK,North,IN-HP,State,"Himachal Pradesh, India",Jun,6,Q2,17,True,False
2026-01-01,Himachal Pradesh,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,10,MG,JSW-SAIC,India / China,North,IN-HP,State,"Himachal Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Himachal Pradesh,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,21,MG,JSW-SAIC,India / China,North,IN-HP,State,"Himachal Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Himachal Pradesh,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,12,MG,JSW-SAIC,India / China,North,IN-HP,State,"Himachal Pradesh, India",Mar,3,Q1,31,False,False
2026-04-01,Himachal Pradesh,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,11,MG,JSW-SAIC,India / China,North,IN-HP,State,"Himachal Pradesh, India",Apr,4,Q2,30,False,False
2026-05-01,Himachal Pradesh,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,15,MG,JSW-SAIC,India / China,North,IN-HP,State,"Himachal Pradesh, India",May,5,Q2,31,False,False
2026-06-01,Himachal Pradesh,JSW MG MOTOR INDIA PVT LTD,Petrol/Diesel/CNG/Hybrid,8,MG,JSW-SAIC,India / China,North,IN-HP,State,"Himachal Pradesh, India",Jun,6,Q2,17,True,False
2026-01-01,Himachal Pradesh,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,198,Kia,Hyundai,South Korea,North,IN-HP,State,"Himachal Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Himachal Pradesh,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,215,Kia,Hyundai,South Korea,North,IN-HP,State,"Himachal Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Himachal Pradesh,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,191,Kia,Hyundai,South Korea,North,IN-HP,State,"Himachal Pradesh, India",Mar,3,Q1,31,False,False
2026-04-01,Himachal Pradesh,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,230,Kia,Hyundai,South Korea,North,IN-HP,State,"Himachal Pradesh, India",Apr,4,Q2,30,False,False
2026-05-01,Himachal Pradesh,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,210,Kia,Hyundai,South Korea,North,IN-HP,State,"Himachal Pradesh, India",May,5,Q2,31,False,False
2026-06-01,Himachal Pradesh,KIA INDIA PRIVATE LIMITED,Petrol/Diesel/CNG/Hybrid,102,Kia,Hyundai,South Korea,North,IN-HP,State,"Himachal Pradesh, India",Jun,6,Q2,17,True,False
2026-01-01,Himachal Pradesh,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,753,Mahindra,Mahindra,India,North,IN-HP,State,"Himachal Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Himachal Pradesh,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,535,Mahindra,Mahindra,India,North,IN-HP,State,"Himachal Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Himachal Pradesh,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,706,Mahindra,Mahindra,India,North,IN-HP,State,"Himachal Pradesh, India",Mar,3,Q1,31,False,False
2026-04-01,Himachal Pradesh,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,644,Mahindra,Mahindra,India,North,IN-HP,State,"Himachal Pradesh, India",Apr,4,Q2,30,False,False
2026-05-01,Himachal Pradesh,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,656,Mahindra,Mahindra,India,North,IN-HP,State,"Himachal Pradesh, India",May,5,Q2,31,False,False
2026-06-01,Himachal Pradesh,MAHINDRA & MAHINDRA LIMITED,Petrol/Diesel/CNG/Hybrid,340,Mahindra,Mahindra,India,North,IN-HP,State,"Himachal Pradesh, India",Jun,6,Q2,17,True,False
2026-01-01,Himachal Pradesh,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,2950,Maruti Suzuki,Suzuki,Japan,North,IN-HP,State,"Himachal Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Himachal Pradesh,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,2117,Maruti Suzuki,Suzuki,Japan,North,IN-HP,State,"Himachal Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Himachal Pradesh,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,2308,Maruti Suzuki,Suzuki,Japan,North,IN-HP,State,"Himachal Pradesh, India",Mar,3,Q1,31,False,False
2026-04-01,Himachal Pradesh,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,2117,Maruti Suzuki,Suzuki,Japan,North,IN-HP,State,"Himachal Pradesh, India",Apr,4,Q2,30,False,False
2026-05-01,Himachal Pradesh,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,1848,Maruti Suzuki,Suzuki,Japan,North,IN-HP,State,"Himachal Pradesh, India",May,5,Q2,31,False,False
2026-06-01,Himachal Pradesh,MARUTI SUZUKI INDIA LTD,Petrol/Diesel/CNG/Hybrid,1000,Maruti Suzuki,Suzuki,Japan,North,IN-HP,State,"Himachal Pradesh, India",Jun,6,Q2,17,True,False
2026-01-01,Himachal Pradesh,MARUTI UDYOG LTD,Petrol/Diesel/CNG/Hybrid,2,Maruti Suzuki,Suzuki,Japan,North,IN-HP,State,"Himachal Pradesh, India",Jan,1,Q1,31,False,False
2026-03-01,Himachal Pradesh,MARUTI UDYOG LTD,Petrol/Diesel/CNG/Hybrid,1,Maruti Suzuki,Suzuki,Japan,North,IN-HP,State,"Himachal Pradesh, India",Mar,3,Q1,31,False,False
2026-05-01,Himachal Pradesh,MARUTI UDYOG LTD,Petrol/Diesel/CNG/Hybrid,2,Maruti Suzuki,Suzuki,Japan,North,IN-HP,State,"Himachal Pradesh, India",May,5,Q2,31,False,False
2026-06-01,Himachal Pradesh,MARUTI UDYOG LTD,Petrol/Diesel/CNG/Hybrid,2,Maruti Suzuki,Suzuki,Japan,North,IN-HP,State,"Himachal Pradesh, India",Jun,6,Q2,17,True,False
2026-01-01,Himachal Pradesh,MASERATI S.P.A,Petrol/Diesel/CNG/Hybrid,1,Maserati,Stellantis,Italy,North,IN-HP,State,"Himachal Pradesh, India",Jan,1,Q1,31,False,False
2026-05-01,Himachal Pradesh,MASERATI S.P.A,Petrol/Diesel/CNG/Hybrid,2,Maserati,Stellantis,Italy,North,IN-HP,State,"Himachal Pradesh, India",May,5,Q2,31,False,False
2026-01-01,Himachal Pradesh,MERCEDES-BENZ AG,Petrol/Diesel/CNG/Hybrid,4,Mercedes-Benz,Mercedes-Benz,Germany,North,IN-HP,State,"Himachal Pradesh, India",Jan,1,Q1,31,False,False
2026-02-01,Himachal Pradesh,MERCEDES-BENZ AG,Petrol/Diesel/CNG/Hybrid,2,Mercedes-Benz,Mercedes-Benz,Germany,North,IN-HP,State,"Himachal Pradesh, India",Feb,2,Q1,28,False,False
2026-03-01,Himachal Pradesh,MERCEDES-BENZ AG,Petrol/Diesel/CNG/Hybrid,4,Mercedes-Benz,Mercedes-Benz,Germany,North,IN-HP,State,"Himachal Pradesh, India",Mar,3,Q1,31,False,False
2026-04-01,Himachal Pradesh,MERCEDES-BENZ AG,Petrol/Diesel/CNG/Hybrid,4,Mercedes-Benz,Mercedes-Benz,Germany,North,IN-HP,State,"Himachal Pradesh, India",Apr,4,Q2,30,False,False
